order_id,picked_up_time,delivered_time,actual_delivery_mins
ORD_27648,2024-02-25 17:37:00,2024-02-25 18:13:00,36.0
ORD_27649,2024-01-17 14:49:00,2024-01-17 14:59:00,10.0
ORD_27650,2024-02-08 10:19:00,2024-02-08 10:30:00,11.0
ORD_27651,2024-01-26 15:03:00,2024-01-26 15:23:00,20.0
ORD_27652,2024-02-03 12:25:00,2024-02-03 12:58:00,33.0
ORD_27653,2024-02-25 10:14:00,2024-02-25 10:37:00,23.0
ORD_27654,2024-01-15 14:16:00,2024-01-15 15:07:00,51.0
ORD_27655,2024-01-24 18:24:00,2024-01-24 18:59:00,35.0
ORD_27656,2024-02-07 17:39:00,2024-02-07 18:21:00,42.0
ORD_27657,2024-02-13 10:00:00,2024-02-13 10:39:00,39.0
ORD_27658,2024-01-01 18:59:00,2024-01-01 19:26:00,27.0
ORD_27659,2024-02-18 11:19:00,2024-02-18 11:34:00,15.0
ORD_27660,2024-02-28 09:25:00,2024-02-28 09:40:00,15.0
ORD_27661,2024-02-27 10:08:00,2024-02-27 10:27:00,19.0
ORD_27662,2024-02-13 10:05:00,2024-02-13 10:33:00,28.0
ORD_27663,2024-01-07 11:09:00,2024-01-07 11:47:00,38.0
ORD_27664,2024-02-22 09:05:00,2024-02-22 09:22:00,17.0
ORD_27665,2024-01-03 13:20:00,2024-01-03 13:46:00,26.0
ORD_27666,2024-02-18 18:23:00,2024-02-18 18:41:00,18.0
ORD_27667,2024-02-07 15:32:00,2024-02-07 15:57:00,25.0
ORD_27668,2024-01-13 16:57:00,2024-01-13 17:19:00,22.0
ORD_27669,2024-01-13 15:11:00,2024-01-13 15:38:00,27.0
ORD_27670,2024-01-15 12:54:00,2024-01-15 13:05:00,11.0
ORD_27671,2024-01-29 11:41:00,2024-01-29 12:08:00,27.0
ORD_27672,2024-01-20 15:16:00,2024-01-20 15:38:00,22.0
ORD_27673,2024-01-21 18:18:00,2024-01-21 18:41:00,23.0
ORD_27674,2024-02-01 18:50:00,2024-02-01 19:03:00,13.0
ORD_27675,2024-02-01 09:38:00,2024-02-01 10:04:00,26.0
ORD_27676,2024-01-16 15:48:00,2024-01-16 16:07:00,19.0
ORD_27677,2024-01-09 11:41:00,2024-01-09 11:55:00,14.0
ORD_27678,2024-01-13 14:22:00,2024-01-13 15:08:00,46.0
ORD_27679,2024-02-28 15:51:00,2024-02-28 16:06:00,15.0
ORD_27680,2024-02-22 14:18:00,2024-02-22 15:24:00,66.0
ORD_27681,2024-02-18 13:23:00,2024-02-18 13:45:00,22.0
ORD_27682,2024-02-09 12:02:00,2024-02-09 13:23:00,81.0
ORD_27683,2024-01-24 10:31:00,2024-01-24 11:03:00,32.0
ORD_27684,2024-01-20 09:03:00,2024-01-20 09:23:00,20.0
ORD_27685,2024-01-19 17:01:00,2024-01-19 18:35:00,94.0
ORD_27686,2024-02-04 15:50:00,2024-02-04 16:15:00,25.0
ORD_27687,2024-01-01 17:38:00,2024-01-01 17:54:00,16.0
ORD_27688,2024-01-08 14:18:00,2024-01-08 15:05:00,47.0
ORD_27689,2024-01-16 15:05:00,2024-01-16 15:19:00,14.0
ORD_27690,2024-01-12 18:28:00,2024-01-12 18:43:00,15.0
ORD_27691,2024-01-12 11:53:00,2024-01-12 12:20:00,27.0
ORD_27692,2024-01-19 18:20:00,2024-01-19 18:37:00,17.0
ORD_27693,2024-01-17 14:20:00,2024-01-17 15:29:00,69.0
ORD_27694,2024-02-16 10:25:00,2024-02-16 10:41:00,16.0
ORD_27695,2024-01-14 10:01:00,2024-01-14 10:11:00,10.0
ORD_27696,2024-01-27 12:29:00,2024-01-27 13:18:00,49.0
ORD_27697,2024-01-11 11:50:00,2024-01-11 12:26:00,36.0
ORD_27698,2024-01-13 11:06:00,2024-01-13 11:27:00,21.0
ORD_27699,2024-01-19 09:58:00,2024-01-19 10:17:00,19.0
ORD_27700,2024-01-04 12:29:00,2024-01-04 12:56:00,27.0
ORD_27701,2024-01-20 16:08:00,2024-01-20 16:23:00,15.0
ORD_27702,2024-01-12 16:09:00,2024-01-12 16:59:00,50.0
ORD_27703,2024-01-08 14:26:00,2024-01-08 15:31:00,65.0
ORD_27704,2024-01-14 10:45:00,2024-01-14 11:13:00,28.0
ORD_27705,2024-02-07 09:11:00,2024-02-07 09:54:00,43.0
ORD_27706,2024-02-01 10:07:00,2024-02-01 10:19:00,12.0
ORD_27707,2024-01-12 15:07:00,2024-01-12 15:23:00,16.0
ORD_27708,2024-01-22 15:46:00,2024-01-22 15:56:00,10.0
ORD_27709,2024-02-02 16:26:00,2024-02-02 16:50:00,24.0
ORD_27710,2024-02-25 18:50:00,2024-02-25 20:05:00,75.0
ORD_27711,2024-02-08 18:21:00,2024-02-08 18:59:00,38.0
ORD_27712,2024-01-25 12:52:00,2024-01-25 13:06:00,14.0
ORD_27713,2024-01-02 17:43:00,2024-01-02 18:28:00,45.0
ORD_27714,2024-02-15 15:59:00,2024-02-15 17:35:00,96.0
ORD_27715,2024-02-17 17:48:00,2024-02-17 18:50:00,62.0
ORD_27716,2024-02-22 13:51:00,2024-02-22 15:19:00,88.0
ORD_27717,2024-01-24 14:43:00,2024-01-24 14:59:00,16.0
ORD_27718,2024-01-26 10:56:00,2024-01-26 11:11:00,15.0
ORD_27719,2024-02-16 11:31:00,2024-02-16 11:42:00,11.0
ORD_27720,2024-02-02 17:20:00,2024-02-02 17:49:00,29.0
ORD_27721,2024-01-12 17:56:00,2024-01-12 18:16:00,20.0
ORD_27722,2024-01-01 11:59:00,2024-01-01 13:05:00,66.0
ORD_27723,2024-02-19 15:51:00,2024-02-19 16:13:00,22.0
ORD_27724,2024-02-06 11:57:00,2024-02-06 12:07:00,10.0
ORD_27725,2024-02-06 17:36:00,2024-02-06 17:59:00,23.0
ORD_27726,2024-01-18 16:18:00,2024-01-18 16:48:00,30.0
ORD_27727,2024-01-24 17:14:00,2024-01-24 17:37:00,23.0
ORD_27728,2024-02-18 13:21:00,2024-02-18 13:47:00,26.0
ORD_27729,2024-01-01 13:24:00,2024-01-01 13:41:00,17.0
ORD_27730,2024-01-15 14:07:00,2024-01-15 14:19:00,12.0
ORD_27731,2024-02-12 10:15:00,2024-02-12 10:42:00,27.0
ORD_27732,2024-01-10 18:57:00,2024-01-10 19:17:00,20.0
ORD_27733,2024-01-07 09:56:00,2024-01-07 10:09:00,13.0
ORD_27734,2024-01-25 15:59:00,2024-01-25 16:25:00,26.0
ORD_27735,2024-01-03 14:34:00,2024-01-03 15:16:00,42.0
ORD_27736,2024-01-12 14:32:00,2024-01-12 14:56:00,24.0
ORD_27737,2024-02-01 18:46:00,2024-02-01 19:10:00,24.0
ORD_27738,2024-01-22 09:25:00,2024-01-22 09:49:00,24.0
ORD_27739,2024-02-22 17:31:00,2024-02-22 17:57:00,26.0
ORD_27740,2024-01-24 11:11:00,2024-01-24 12:02:00,51.0
ORD_27741,2024-01-26 15:01:00,2024-01-26 15:28:00,27.0
ORD_27742,2024-01-10 16:26:00,2024-01-10 16:41:00,15.0
ORD_27743,2024-01-24 09:48:00,2024-01-24 10:08:00,20.0
ORD_27744,2024-01-28 13:21:00,2024-01-28 13:58:00,37.0
ORD_27745,2024-01-07 09:21:00,2024-01-07 09:40:00,19.0
ORD_27746,2024-01-06 14:45:00,2024-01-06 15:05:00,20.0
ORD_27747,2024-02-01 11:05:00,2024-02-01 11:29:00,24.0
ORD_27748,2024-01-30 09:02:00,2024-01-30 09:29:00,27.0
ORD_27749,2024-02-15 11:38:00,2024-02-15 12:05:00,27.0
ORD_27750,2024-01-13 12:44:00,2024-01-13 13:26:00,42.0
ORD_27751,2024-01-12 10:26:00,2024-01-12 10:49:00,23.0
ORD_27752,2024-01-01 16:27:00,2024-01-01 16:45:00,18.0
ORD_27753,2024-02-25 18:38:00,2024-02-25 19:21:00,43.0
ORD_27754,2024-01-31 17:02:00,2024-01-31 18:27:00,85.0
ORD_27755,2024-02-15 10:32:00,2024-02-15 10:54:00,22.0
ORD_27756,2024-01-27 10:35:00,2024-01-27 11:07:00,32.0
ORD_27757,2024-02-18 16:18:00,2024-02-18 16:45:00,27.0
ORD_27758,2024-01-23 09:40:00,2024-01-23 09:58:00,18.0
ORD_27759,2024-02-28 16:35:00,2024-02-28 16:52:00,17.0
ORD_27760,2024-02-11 09:37:00,2024-02-11 09:59:00,22.0
ORD_27761,2024-02-18 13:18:00,2024-02-18 14:45:00,87.0
ORD_27762,2024-02-25 11:41:00,2024-02-25 11:57:00,16.0
ORD_27763,2024-01-21 18:05:00,2024-01-21 18:18:00,13.0
ORD_27764,2024-01-25 16:40:00,2024-01-25 18:02:00,82.0
ORD_27765,2024-02-17 16:37:00,2024-02-17 17:23:00,46.0
ORD_27766,2024-01-13 13:31:00,2024-01-13 13:47:00,16.0
ORD_27767,2024-01-03 17:58:00,2024-01-03 18:08:00,10.0
ORD_27768,2024-02-15 12:23:00,2024-02-15 12:42:00,19.0
ORD_27769,2024-02-02 13:11:00,2024-02-02 13:49:00,38.0
ORD_27770,2024-01-20 17:51:00,2024-01-20 18:23:00,32.0
ORD_27771,2024-01-17 18:35:00,2024-01-17 18:54:00,19.0
ORD_27772,2024-02-28 11:54:00,2024-02-28 12:32:00,38.0
ORD_27773,2024-01-15 16:49:00,2024-01-15 17:14:00,25.0
ORD_27774,2024-01-12 17:28:00,2024-01-12 17:42:00,14.0
ORD_27775,2024-01-22 17:29:00,2024-01-22 19:00:00,91.0
ORD_27776,2024-01-12 12:21:00,2024-01-12 12:49:00,28.0
ORD_27777,2024-01-08 10:39:00,2024-01-08 10:59:00,20.0
ORD_27778,2024-01-18 16:34:00,2024-01-18 17:11:00,37.0
ORD_27779,2024-02-21 17:36:00,2024-02-21 18:45:00,69.0
ORD_27780,2024-01-27 17:53:00,2024-01-27 18:42:00,49.0
ORD_27781,2024-02-28 12:11:00,2024-02-28 12:37:00,26.0
ORD_27782,2024-01-01 14:14:00,2024-01-01 14:36:00,22.0
ORD_27783,2024-01-02 17:47:00,2024-01-02 18:00:00,13.0
ORD_27784,2024-02-14 10:31:00,2024-02-14 10:58:00,27.0
ORD_27785,2024-01-17 13:55:00,2024-01-17 14:05:00,10.0
ORD_27786,2024-01-30 18:36:00,2024-01-30 20:08:00,92.0
ORD_27787,2024-02-28 10:39:00,2024-02-28 11:30:00,51.0
ORD_27788,2024-01-02 18:07:00,2024-01-02 18:47:00,40.0
ORD_27789,2024-01-13 18:42:00,2024-01-13 19:11:00,29.0
ORD_27790,2024-01-27 15:46:00,2024-01-27 16:01:00,15.0
ORD_27791,2024-02-04 13:18:00,2024-02-04 13:35:00,17.0
ORD_27792,2024-01-09 11:42:00,2024-01-09 12:05:00,23.0
ORD_27793,2024-01-11 18:07:00,2024-01-11 18:27:00,20.0
ORD_27794,2024-01-29 17:38:00,2024-01-29 18:24:00,46.0
ORD_27795,2024-01-04 10:47:00,2024-01-04 11:00:00,13.0
ORD_27796,2024-02-15 17:42:00,2024-02-15 18:11:00,29.0
ORD_27797,2024-02-19 18:16:00,2024-02-19 18:28:00,12.0
ORD_27798,2024-01-09 10:00:00,2024-01-09 10:25:00,25.0
ORD_27799,2024-01-21 13:21:00,2024-01-21 13:39:00,18.0
ORD_27800,2024-01-02 13:28:00,2024-01-02 13:45:00,17.0
ORD_27801,2024-01-14 13:57:00,2024-01-14 14:22:00,25.0
ORD_27802,2024-01-19 13:27:00,2024-01-19 13:38:00,11.0
ORD_27803,2024-01-27 18:26:00,2024-01-27 19:03:00,37.0
ORD_27804,2024-01-20 18:35:00,2024-01-20 18:57:00,22.0
ORD_27805,2024-01-04 15:50:00,2024-01-04 16:14:00,24.0
ORD_27806,2024-02-10 18:20:00,2024-02-10 18:34:00,14.0
ORD_27807,2024-01-15 09:10:00,2024-01-15 09:28:00,18.0
ORD_27808,2024-01-30 16:06:00,2024-01-30 16:39:00,33.0
ORD_27809,2024-01-31 14:28:00,2024-01-31 14:47:00,19.0
ORD_27810,2024-01-23 10:57:00,2024-01-23 11:30:00,33.0
ORD_27811,2024-01-18 10:28:00,2024-01-18 11:39:00,71.0
ORD_27812,2024-01-30 09:50:00,2024-01-30 10:41:00,51.0
ORD_27813,2024-02-22 17:17:00,2024-02-22 17:31:00,14.0
ORD_27814,2024-01-24 09:13:00,2024-01-24 09:34:00,21.0
ORD_27815,2024-02-21 14:24:00,2024-02-21 14:48:00,24.0
ORD_27816,2024-01-04 15:23:00,2024-01-04 16:53:00,90.0
ORD_27817,2024-02-10 14:43:00,2024-02-10 14:54:00,11.0
ORD_27818,2024-02-24 11:40:00,2024-02-24 12:22:00,42.0
ORD_27819,2024-01-20 12:18:00,2024-01-20 12:36:00,18.0
ORD_27820,2024-01-07 13:46:00,2024-01-07 14:12:00,26.0
ORD_27821,2024-02-09 13:38:00,2024-02-09 14:55:00,77.0
ORD_27822,2024-01-10 10:00:00,2024-01-10 10:31:00,31.0
ORD_27823,2024-01-11 09:41:00,2024-01-11 10:06:00,25.0
ORD_27824,2024-02-04 16:17:00,2024-02-04 16:44:00,27.0
ORD_27825,2024-02-12 09:15:00,2024-02-12 09:58:00,43.0
ORD_27826,2024-01-17 12:56:00,2024-01-17 13:09:00,13.0
ORD_27827,2024-01-08 17:30:00,2024-01-08 18:08:00,38.0
ORD_27828,2024-02-14 13:34:00,2024-02-14 13:51:00,17.0
ORD_27829,2024-02-06 15:56:00,2024-02-06 16:20:00,24.0
ORD_27830,2024-02-27 17:44:00,2024-02-27 18:25:00,41.0
ORD_27831,2024-01-07 15:27:00,2024-01-07 16:40:00,73.0
ORD_27832,2024-01-21 10:48:00,2024-01-21 11:37:00,49.0
ORD_27833,2024-01-09 15:27:00,2024-01-09 15:54:00,27.0
ORD_27834,2024-01-21 14:45:00,2024-01-21 15:08:00,23.0
ORD_27835,2024-01-04 15:58:00,2024-01-04 16:15:00,17.0
ORD_27836,2024-01-26 16:23:00,2024-01-26 16:42:00,19.0
ORD_27837,2024-02-09 18:58:00,2024-02-09 19:43:00,45.0
ORD_27838,2024-01-12 11:17:00,2024-01-12 11:35:00,18.0
ORD_27839,2024-02-04 15:22:00,2024-02-04 16:19:00,57.0
ORD_27840,2024-01-06 09:15:00,2024-01-06 09:33:00,18.0
ORD_27841,2024-02-16 12:32:00,2024-02-16 13:03:00,31.0
ORD_27842,2024-01-15 14:49:00,2024-01-15 15:01:00,12.0
ORD_27843,2024-01-03 11:27:00,2024-01-03 12:05:00,38.0
ORD_27844,2024-02-08 13:06:00,2024-02-08 13:28:00,22.0
ORD_27845,2024-01-26 16:51:00,2024-01-26 17:14:00,23.0
ORD_27846,2024-01-28 15:53:00,2024-01-28 16:07:00,14.0
ORD_27847,2024-01-03 14:53:00,2024-01-03 15:58:00,65.0
ORD_27848,2024-02-06 10:39:00,2024-02-06 10:59:00,20.0
ORD_27849,2024-01-10 13:55:00,2024-01-10 14:17:00,22.0
ORD_27850,2024-01-10 15:01:00,2024-01-10 15:33:00,32.0
ORD_27851,2024-01-02 09:20:00,2024-01-02 09:50:00,30.0
ORD_27852,2024-02-16 15:57:00,2024-02-16 17:18:00,81.0
ORD_27853,2024-02-16 15:43:00,2024-02-16 16:10:00,27.0
ORD_27854,2024-01-17 11:40:00,2024-01-17 12:21:00,41.0
ORD_27855,2024-01-20 10:00:00,2024-01-20 10:52:00,52.0
ORD_27856,2024-01-14 13:55:00,2024-01-14 14:11:00,16.0
ORD_27857,2024-02-22 13:44:00,2024-02-22 14:29:00,45.0
ORD_27858,2024-02-15 16:26:00,2024-02-15 17:18:00,52.0
ORD_27859,2024-02-16 11:08:00,2024-02-16 11:24:00,16.0
ORD_27860,2024-02-06 15:20:00,2024-02-06 15:49:00,29.0
ORD_27861,2024-01-06 09:42:00,2024-01-06 09:55:00,13.0
ORD_27862,2024-01-11 12:18:00,2024-01-11 12:39:00,21.0
ORD_27863,2024-02-24 11:56:00,2024-02-24 12:23:00,27.0
ORD_27864,2024-02-07 17:19:00,2024-02-07 17:39:00,20.0
ORD_27865,2024-02-11 12:47:00,2024-02-11 13:27:00,40.0
ORD_27866,2024-02-02 15:20:00,2024-02-02 16:32:00,72.0
ORD_27867,2024-01-22 13:40:00,2024-01-22 14:03:00,23.0
ORD_27868,2024-01-06 18:23:00,2024-01-06 18:41:00,18.0
ORD_27869,2024-02-20 16:22:00,2024-02-20 17:43:00,81.0
ORD_27870,2024-02-12 14:02:00,2024-02-12 15:27:00,85.0
ORD_27871,2024-01-02 17:10:00,2024-01-02 17:37:00,27.0
ORD_27872,2024-02-25 17:27:00,2024-02-25 17:40:00,13.0
ORD_27873,2024-01-04 15:48:00,2024-01-04 16:10:00,22.0
ORD_27874,2024-01-28 09:59:00,2024-01-28 10:28:00,29.0
ORD_27875,2024-02-13 10:15:00,2024-02-13 10:53:00,38.0
ORD_27876,2024-02-12 12:21:00,2024-02-12 12:46:00,25.0
ORD_27877,2024-01-19 10:16:00,2024-01-19 10:40:00,24.0
ORD_27878,2024-01-16 17:12:00,2024-01-16 17:37:00,25.0
ORD_27879,2024-02-03 16:38:00,2024-02-03 16:56:00,18.0
ORD_27880,2024-01-26 12:26:00,2024-01-26 13:24:00,58.0
ORD_27881,2024-02-26 15:11:00,2024-02-26 15:28:00,17.0
ORD_27882,2024-01-20 10:08:00,2024-01-20 10:34:00,26.0
ORD_27883,2024-01-07 15:01:00,2024-01-07 15:21:00,20.0
ORD_27884,2024-02-11 14:13:00,2024-02-11 15:57:00,104.0
ORD_27885,2024-02-10 09:27:00,2024-02-10 10:24:00,57.0
ORD_27886,2024-01-26 09:18:00,2024-01-26 09:42:00,24.0
ORD_27887,2024-02-24 12:35:00,2024-02-24 12:47:00,12.0
ORD_27888,2024-02-16 18:03:00,2024-02-16 18:18:00,15.0
ORD_27889,2024-01-17 17:09:00,2024-01-17 17:33:00,24.0
ORD_27890,2024-01-26 12:15:00,2024-01-26 12:39:00,24.0
ORD_27891,2024-01-01 12:07:00,2024-01-01 12:31:00,24.0
ORD_27892,2024-02-18 17:53:00,2024-02-18 18:16:00,23.0
ORD_27893,2024-01-16 14:06:00,2024-01-16 14:20:00,14.0
ORD_27894,2024-01-12 09:19:00,2024-01-12 09:33:00,14.0
ORD_27895,2024-01-25 10:10:00,2024-01-25 10:53:00,43.0
ORD_27896,2024-02-18 17:13:00,2024-02-18 17:31:00,18.0
ORD_27897,2024-02-17 15:06:00,2024-02-17 15:50:00,44.0
ORD_27898,2024-02-06 09:29:00,2024-02-06 11:00:00,91.0
ORD_27899,2024-02-27 12:29:00,2024-02-27 12:54:00,25.0
ORD_27900,2024-02-12 18:44:00,2024-02-12 18:58:00,14.0
ORD_27901,2024-01-08 17:08:00,2024-01-08 17:24:00,16.0
ORD_27902,2024-01-15 09:42:00,2024-01-15 10:03:00,21.0
ORD_27903,2024-02-12 13:58:00,2024-02-12 14:46:00,48.0
ORD_27904,2024-01-17 14:34:00,2024-01-17 14:49:00,15.0
ORD_27905,2024-02-07 12:38:00,2024-02-07 12:53:00,15.0
ORD_27906,2024-01-04 18:04:00,2024-01-04 18:25:00,21.0
ORD_27907,2024-01-05 15:15:00,2024-01-05 15:41:00,26.0
ORD_27908,2024-01-05 11:32:00,2024-01-05 12:23:00,51.0
ORD_27909,2024-01-27 18:47:00,2024-01-27 19:53:00,66.0
ORD_27910,2024-02-26 12:11:00,2024-02-26 12:28:00,17.0
ORD_27911,2024-01-13 16:34:00,2024-01-13 16:55:00,21.0
ORD_27912,2024-01-17 12:47:00,2024-01-17 13:07:00,20.0
ORD_27913,2024-01-27 12:10:00,2024-01-27 12:34:00,24.0
ORD_27914,2024-01-23 16:02:00,2024-01-23 16:35:00,33.0
ORD_27915,2024-01-24 17:32:00,2024-01-24 18:05:00,33.0
ORD_27916,2024-02-16 15:31:00,2024-02-16 15:42:00,11.0
ORD_27917,2024-01-15 09:42:00,2024-01-15 10:05:00,23.0
ORD_27918,2024-01-31 15:01:00,2024-01-31 15:17:00,16.0
ORD_27919,2024-01-05 13:00:00,2024-01-05 13:34:00,34.0
ORD_27920,2024-01-19 13:06:00,2024-01-19 13:53:00,47.0
ORD_27921,2024-02-13 14:22:00,2024-02-13 15:04:00,42.0
ORD_27922,2024-01-04 11:18:00,2024-01-04 11:57:00,39.0
ORD_27923,2024-02-15 13:40:00,2024-02-15 14:01:00,21.0
ORD_27924,2024-02-15 09:25:00,2024-02-15 09:40:00,15.0
ORD_27925,2024-02-09 12:03:00,2024-02-09 12:29:00,26.0
ORD_27926,2024-01-17 14:36:00,2024-01-17 14:54:00,18.0
ORD_27927,2024-01-01 11:39:00,2024-01-01 12:23:00,44.0
ORD_27928,2024-01-12 11:58:00,2024-01-12 12:24:00,26.0
ORD_27929,2024-02-07 11:38:00,2024-02-07 11:48:00,10.0
ORD_27930,2024-01-08 15:12:00,2024-01-08 15:56:00,44.0
ORD_27931,2024-02-05 10:11:00,2024-02-05 10:39:00,28.0
ORD_27932,2024-02-01 11:45:00,2024-02-01 11:57:00,12.0
ORD_27933,2024-01-12 10:46:00,2024-01-12 11:08:00,22.0
ORD_27934,2024-02-09 18:29:00,2024-02-09 19:10:00,41.0
ORD_27935,2024-02-06 09:30:00,2024-02-06 09:56:00,26.0
ORD_27936,2024-02-01 13:51:00,2024-02-01 14:13:00,22.0
ORD_27937,2024-01-07 14:27:00,2024-01-07 15:02:00,35.0
ORD_27938,2024-01-17 16:14:00,2024-01-17 16:57:00,43.0
ORD_27939,2024-01-08 14:50:00,2024-01-08 15:16:00,26.0
ORD_27940,2024-01-14 13:22:00,2024-01-14 13:59:00,37.0
ORD_27941,2024-01-19 11:58:00,2024-01-19 12:47:00,49.0
ORD_27942,2024-02-24 16:19:00,2024-02-24 16:46:00,27.0
ORD_27943,2024-01-08 11:58:00,2024-01-08 12:24:00,26.0
ORD_27944,2024-01-08 10:02:00,2024-01-08 10:26:00,24.0
ORD_27945,2024-01-27 14:27:00,2024-01-27 15:10:00,43.0
ORD_27946,2024-01-02 13:57:00,2024-01-02 14:19:00,22.0
ORD_27947,2024-01-28 16:49:00,2024-01-28 17:06:00,17.0
ORD_27948,2024-01-21 11:04:00,2024-01-21 12:37:00,93.0
ORD_27949,2024-01-03 15:33:00,2024-01-03 15:59:00,26.0
ORD_27950,2024-02-26 16:50:00,2024-02-26 17:28:00,38.0
ORD_27951,2024-01-13 09:34:00,2024-01-13 10:01:00,27.0
ORD_27952,2024-01-26 14:52:00,2024-01-26 15:07:00,15.0
ORD_27953,2024-01-26 11:04:00,2024-01-26 11:33:00,29.0
ORD_27954,2024-01-02 17:48:00,2024-01-02 18:35:00,47.0
ORD_27955,2024-01-16 14:57:00,2024-01-16 15:19:00,22.0
ORD_27956,2024-01-28 12:21:00,2024-01-28 12:40:00,19.0
ORD_27957,2024-02-22 17:15:00,2024-02-22 17:52:00,37.0
ORD_27958,2024-01-17 17:15:00,2024-01-17 18:17:00,62.0
ORD_27959,2024-01-10 14:37:00,2024-01-10 15:04:00,27.0
ORD_27960,2024-02-27 16:08:00,2024-02-27 16:34:00,26.0
ORD_27961,2024-01-15 09:25:00,2024-01-15 09:42:00,17.0
ORD_27962,2024-01-06 17:48:00,2024-01-06 18:27:00,39.0
ORD_27963,2024-01-30 13:34:00,2024-01-30 14:18:00,44.0
ORD_27964,2024-01-16 14:45:00,2024-01-16 14:57:00,12.0
ORD_27965,2024-02-18 09:10:00,2024-02-18 10:04:00,54.0
ORD_27966,2024-01-13 10:52:00,2024-01-13 11:36:00,44.0
ORD_27967,2024-02-20 13:06:00,2024-02-20 13:38:00,32.0
ORD_27968,2024-02-13 11:01:00,2024-02-13 12:45:00,104.0
ORD_27969,2024-01-18 10:01:00,2024-01-18 10:26:00,25.0
ORD_27970,2024-01-27 16:19:00,2024-01-27 16:46:00,27.0
ORD_27971,2024-01-22 12:07:00,2024-01-22 12:31:00,24.0
ORD_27972,2024-01-29 18:46:00,2024-01-29 20:13:00,87.0
ORD_27973,2024-01-21 09:27:00,2024-01-21 09:46:00,19.0
ORD_27974,2024-01-04 17:01:00,2024-01-04 17:26:00,25.0
ORD_27975,2024-02-07 09:59:00,2024-02-07 10:16:00,17.0
ORD_27976,2024-01-12 16:47:00,2024-01-12 17:00:00,13.0
ORD_27977,2024-01-27 18:01:00,2024-01-27 18:28:00,27.0
ORD_27978,2024-01-29 09:45:00,2024-01-29 10:12:00,27.0
ORD_27979,2024-01-01 17:32:00,2024-01-01 18:05:00,33.0
ORD_27980,2024-02-26 10:19:00,2024-02-26 10:33:00,14.0
ORD_27981,2024-02-21 11:30:00,2024-02-21 11:47:00,17.0
ORD_27982,2024-02-12 12:41:00,2024-02-12 12:57:00,16.0
ORD_27983,2024-02-19 12:55:00,2024-02-19 13:48:00,53.0
ORD_27984,2024-01-18 16:46:00,2024-01-18 17:12:00,26.0
ORD_27985,2024-02-23 14:12:00,2024-02-23 14:59:00,47.0
ORD_27986,2024-02-10 12:32:00,2024-02-10 12:53:00,21.0
ORD_27987,2024-01-24 12:17:00,2024-01-24 12:38:00,21.0
ORD_27988,2024-01-24 11:59:00,2024-01-24 13:18:00,79.0
ORD_27989,2024-02-28 11:52:00,2024-02-28 12:11:00,19.0
ORD_27990,2024-02-19 11:29:00,2024-02-19 11:52:00,23.0
ORD_27991,2024-02-11 12:06:00,2024-02-11 12:27:00,21.0
ORD_27992,2024-01-21 15:28:00,2024-01-21 15:50:00,22.0
ORD_27993,2024-01-18 17:05:00,2024-01-18 17:49:00,44.0
ORD_27994,2024-02-23 10:51:00,2024-02-23 11:48:00,57.0
ORD_27995,2024-01-14 13:15:00,2024-01-14 14:23:00,68.0
ORD_27996,2024-02-28 18:19:00,2024-02-28 19:08:00,49.0
ORD_27997,2024-02-28 10:44:00,2024-02-28 11:14:00,30.0
ORD_27998,2024-02-22 11:49:00,2024-02-22 12:12:00,23.0
ORD_27999,2024-02-13 13:26:00,2024-02-13 13:55:00,29.0
ORD_28000,2024-01-02 14:59:00,2024-01-02 15:39:00,40.0
ORD_28001,2024-01-27 18:02:00,2024-01-27 19:28:00,86.0
ORD_28002,2024-02-11 17:31:00,2024-02-11 18:11:00,40.0
ORD_28003,2024-01-09 13:11:00,2024-01-09 13:56:00,45.0
ORD_28004,2024-01-01 11:43:00,2024-01-01 12:13:00,30.0
ORD_28005,2024-01-27 16:33:00,2024-01-27 16:52:00,19.0
ORD_28006,2024-02-15 14:14:00,2024-02-15 14:39:00,25.0
ORD_28007,2024-01-17 14:26:00,2024-01-17 16:10:00,104.0
ORD_28008,2024-01-22 18:56:00,2024-01-22 19:19:00,23.0
ORD_28009,2024-01-03 12:12:00,2024-01-03 12:37:00,25.0
ORD_28010,2024-02-13 17:29:00,2024-02-13 17:53:00,24.0
ORD_28011,2024-02-16 11:00:00,2024-02-16 11:34:00,34.0
ORD_28012,2024-01-12 09:59:00,2024-01-12 10:20:00,21.0
ORD_28013,2024-02-09 18:25:00,2024-02-09 18:44:00,19.0
ORD_28014,2024-01-26 13:23:00,2024-01-26 13:42:00,19.0
ORD_28015,2024-01-24 10:26:00,2024-01-24 10:51:00,25.0
ORD_28016,2024-02-04 09:58:00,2024-02-04 10:11:00,13.0
ORD_28017,2024-02-11 16:09:00,2024-02-11 17:00:00,51.0
ORD_28018,2024-01-01 12:27:00,2024-01-01 13:13:00,46.0
ORD_28019,2024-02-01 15:49:00,2024-02-01 16:05:00,16.0
ORD_28020,2024-02-11 16:06:00,2024-02-11 16:39:00,33.0
ORD_28021,2024-01-17 09:42:00,2024-01-17 10:11:00,29.0
ORD_28022,2024-01-18 13:16:00,2024-01-18 13:27:00,11.0
ORD_28023,2024-01-15 17:43:00,2024-01-15 18:12:00,29.0
ORD_28024,2024-01-31 18:02:00,2024-01-31 18:30:00,28.0
